x	y	extra
493.7395871351501	193.02563576857472	[]
494.663599128697	193.25320744204635	[]
495.5778065352305	193.47056749829173	[]
496.2206541692967	193.50013138868658	[]
497.0636238513376	193.7441743323996	[]
497.7440605498112	193.93181699162974	[]
498.46493632270244	194.05915706727413	[]
499.04380622704224	194.26241339067565	[]
499.8225603691653	194.609904464606	[]
500.5785362452347	194.7781927321855	[]
501.23115601807274	194.9683403775019	[]
501.7860177076186	194.87330013678903	[]
502.5003297339813	195.03189813573772	[]
503.150950964166	195.1817149067629	[]
503.81348711229475	195.414154038803	[]
504.52962414510927	195.54800233516244	[]
505.4732176135214	195.835783001011	[]
506.2551491104022	196.0925582899167	[]
507.24993198296994	196.41613054745665	[]
508.1924411313185	196.62727219131673	[]
509.07040589244696	196.87592766878348	[]
510.1500733369525	197.1984808650018	[]
510.96322619034595	197.52888551848304	[]
511.81042723728655	197.94523048753766	[]
512.6943355557089	198.27871587693863	[]
513.331305447177	198.5697381274605	[]
514.216345233857	198.9430869943911	[]
515.2308546561143	199.4793488429752	[]
516.0353450249037	199.8637446114087	[]
516.8581260441625	200.48730151984964	[]
517.4986638189032	200.97700683529354	[]
518.0413108590578	201.43119096856415	[]
518.6021057235911	201.85972868214859	[]
518.9123728452515	202.07397897465	[]
520.0130930489192	202.2340354076602	[]
520.5339707395789	201.90599412472073	[]
522.051266281407	202.2417424718832	[]
526.154413316849	204.68800640341675	[]
526.8228458208955	206.32956223880598	[]
526.0476913490332	207.25973767359594	[]
525.8625099999999	208.86657976744186	[]
525.7403932300821	210.11276992892473	[]
525.5014397969688	211.2521785254027	[]
525.1075719912927	212.11429165814877	[]
524.9138088009252	212.89789981730632	[]
524.5067140411119	213.2837754753562	[]
524.0815347634947	213.62443033017993	[]
523.6946288549369	214.18293172457095	[]
523.0892850425228	214.3704876352687	[]
522.4597832550198	215.1188462245595	[]
522.1223333283534	215.41401697179592	[]
521.6332357486103	215.64013910166756	[]
521.2417716811982	216.07248932036663	[]
520.855227953866	216.685192706465	[]
520.4451822140533	216.95095238738136	[]
520.0516269154228	217.49632307746978	[]
519.745110641451	217.95581623755805	[]
519.5239516765781	218.49452566010308	[]
519.3202314839424	219.16094023255815	[]
519.4869023725464	219.82480251745488	[]
519.6344157548876	220.34998131382673	[]
519.9236349391565	220.61366547148103	[]
520.2453483058072	220.85700698099805	[]
520.5839204954715	220.8260178138874	[]
521.0818961875501	221.3318739237688	[]
521.6352225279642	221.6857370693512	[]
522.2432362129804	222.30633820235843	[]
522.6661362721786	222.74129613888138	[]
523.0914489799635	223.12983695810564	[]
523.6608494791951	223.56989072475642	[]
524.1891508934708	223.6222322222222	[]
524.6614120504295	223.4872179061605	[]
525.0882044444444	223.2959359259259	[]
525.4434465987533	223.13867406177317	[]
525.8102628089887	223.00553434456927	[]
526.0316398277722	223.04248031770612	[]
526.3660360033917	223.21755286791029	[]
526.5847272935888	223.23573273480008	[]
526.7091268091168	223.20760734093068	[]
526.8644522263415	223.09564192166926	[]
527.3085539229843	223.06850578820698	[]
527.4572473149345	223.13383204973408	[]
527.4491109280742	223.42238045630316	[]
527.6103154911059	223.79583366589327	[]
527.7926616799613	224.12439965433887	[]
527.824972609157	224.3865106995706	[]
527.8086168563092	224.62514980063213	[]
526.6999286641786	224.54615611741065	[]
523.2211889985051	223.04807614349775	[]
522.7248569554652	222.81771176176454	[]
523.1117497454031	223.15338105139085	[]
523.4390401652696	223.51944931429654	[]
523.5754660530679	223.82659137882018	[]
523.7366752468171	223.99395197548392	[]
523.7693978520207	224.2100114247044	[]
523.9968693861528	224.4481660789912	[]
524.23777022972	224.45447279014118	[]
524.5285074093264	224.51233968720013	[]
524.6731477624388	224.49861991276003	[]
524.9268615843205	224.54614310218625	[]
525.1187188656601	224.58242385985287	[]
525.1714927787507	224.359369797626	[]
525.3745434904733	224.22747022392457	[]
525.7966151660517	224.34554505535056	[]
526.106781218622	224.32451559747497	[]
526.3634617263585	224.2133651295388	[]
526.7141035585114	224.33583424151846	[]
526.922145650784	224.087913306363	[]
527.3727655421807	223.96640582706388	[]
527.6799918429414	224.1495535517224	[]
527.9272328989038	224.11480902557855	[]
528.4716552860924	224.41988375279982	[]
528.785045265256	224.5218335715016	[]
529.3844223583294	225.00011350359674	[]
530.1465392954522	225.63290624310542	[]
533.6068244368255	228.33807410460852	[]
535.6816966022174	230.29975329564695	[]
535.7076545728347	230.47944080297435	[]
535.9167713175401	231.07529800908648	[]
536.2585034331922	231.56936851514166	[]
536.5205995101863	231.98223800173383	[]
536.7298649776468	232.1606795016901	[]
536.8970929236316	232.49706014749262	[]
537.0400363548015	232.6067743990556	[]
537.1916561916462	233.03031303030303	[]
537.3424855022718	233.43998372310725	[]
537.5165007651715	233.72510894459103	[]
537.7653572903718	233.8965316443136	[]
537.7417260412551	233.903784412991	[]
537.8672106975097	234.07226764263527	[]
537.825677980727	234.21485888304863	[]
537.8461217495758	234.26258319542492	[]
537.8226369854176	234.41926516344122	[]
537.7752596316909	234.79528473127078	[]
537.7754945754845	235.15299935298935	[]
537.6822737422149	235.5663788058489	[]
537.5838441183477	236.0628111477451	[]
530.4358565608466	219.83488654320988	[]
537.3656238100582	236.82139848805517	[]
537.2352852367196	237.15771609318995	[]
537.1670759639035	237.71432613693233	[]
537.0432257610422	238.3308012297426	[]
536.7010236022267	239.20982040911716	[]
536.1163883544023	238.55672989354625	[]
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
528.1665027384989	251.95909339855638	[]
527.8821369800164	252.4588558716388	[]
527.3954659277118	252.66441766323473	[]
526.9955482282867	253.06793289365388	[]
526.6430262810625	253.81029277634963	[]
526.5613592983134	254.62054130766919	[]
526.2864837406216	255.25201428724543	[]
526.3824973096447	256.2411690524534	[]
525.8485955487389	256.44215383094746	[]
527.1334052336738	258.7974190286068	[]
529.3386675654152	263.1592363936291	[]
528.7394453613865	264.60623710622707	[]
0.0	0.0	0
0.0	0.0	0
527.0760218891511	267.75641353177724	[]
526.5999059417273	268.3287907839056	[]
526.2214729872974	269.0875264257556	[]
0.0	0.0	0
525.6843287660669	271.2229320222793	[]
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
523.9827578323053	272.03808991418606	[]
523.4821688438419	274.3283554832246	[]
0.0	0.0	0
0.0	0.0	0
524.7558602613759	284.3027149784233	[]
524.7232199281879	284.9226900529875	[]
522.1605536859474	277.44976681778695	[]
523.5753358970568	279.2820957411638	[]
527.2288692176153	284.57471133520727	[]
528.6247442310417	291.6985295684699	[]
527.8553149678369	292.1076593838642	[]
527.4115422927667	292.79537830575435	[]
527.4606521946847	293.201397265217	[]
528.6882474631268	295.5993462831858	[]
526.9863736363636	295.05529360528357	[]
526.4736255579272	294.7468379378631	[]
527.0825044387889	296.880717310636	[]
526.1313385563255	296.3762972469556	[]
525.9638598198303	296.7552891661823	[]
525.9346550350938	297.604274948414	[]
524.7085856484814	291.5265031228653	[]
526.0615643328748	297.9885473681797	[]
524.8725696747574	296.8937023881978	[]
525.0125352525253	292.85859585858583	[]
525.9800026578561	292.4644923788546	[]
530.3881456575898	300.36228260643344	[]
529.8914134863402	296.2397917840855	[]
529.9047539285265	296.1718568185059	[]
532.0818579709048	301.44154973569545	[]
531.7890279995443	299.6454113822434	[]
531.5538258199954	298.5209254875125	[]
530.6704569383736	298.17866721598733	[]
531.8134912801931	298.91460088164246	[]
532.1921295292873	322.3731423548856	[(531.9965364037286, 293.33703677746996)]
530.631889234518	297.35656136891316	[]
531.8402496214895	298.6646162271062	[]
530.7707046704136	290.0339300315535	[]
532.5504272588462	300.2837095736307	[]
532.5810444827586	292.8878526171529	[]
532.4120641205411	297.4906311562115	[]
534.3223928296101	323.67029033289526	[(532.558333125085, 291.3531246499704)]
532.3085563166416	296.84488876334757	[]
534.4921396296296	322.32836648148145	[(532.4688226085215, 291.6745124709496)]
532.1586804296016	295.8315010630291	[]
532.3365212994349	291.35964983050843	[]
532.2065666254011	296.0041365474553	[]
531.831221419753	295.36305012345673	[]
531.3262161403508	294.08956983709265	[]
531.4761187645195	289.59883083773315	[]
530.6947257820407	293.1335080973676	[]
530.7687340884962	293.2565484168313	[]
530.2554207471331	292.4481333611208	[]
529.8642465994685	292.33916455539924	[]
527.8667826703286	285.00974306350577	[]
529.3134284068058	291.8638924439288	[]
528.8559794811008	291.1872496745688	[]
528.8753828439891	287.09459349543937	[]
527.3238876417342	289.7580412765183	[]
525.6957564636009	282.4342354423579	[]
526.7854437736522	289.45393518544955	[]
527.3441151738762	285.99873773536893	[]
524.646385154806	282.27675573687713	[]
523.500763268212	280.791962179618	[]
525.3298906575095	289.73531736320643	[]
524.4888491981483	287.06819092660146	[]
523.8703455283787	286.7384860112888	[]
524.019978605118	288.8499351633629	[]
522.5759903921569	285.78370125427944	[]
524.460027694297	289.1813765441676	[]
519.6203891255797	279.220596248818	[]
518.7637149300956	277.7865718101545	[]
518.5466997233201	281.0946657971014	[]
520.061725296198	286.0219728647215	[]
518.7171654984656	284.86438593663024	[]
515.6482816533717	276.279596766052	[]
515.4007860310411	278.5317112680507	[]
513.3272674649238	277.3157153203821	[]
514.6303498651716	281.9727648988787	[]
511.75438957680944	274.7557246902941	[]
0.0	0.0	0
509.3701225420582	275.1692098298333	[]
506.3343108021929	271.8833090688112	[]
505.0686556400742	270.35300938157076	[]
503.62469679400283	269.77791100636676	[]
502.1379744197023	269.23293589454994	[]
501.9596392632889	271.71803762208293	[]
500.38030286590197	270.7902429943013	[]
498.7263200436681	269.84105803493446	[]
503.1961493515721	277.0460961310089	[]
495.7875600315989	268.99878115371104	[]
493.2951134302172	265.44586343956905	[]
491.7464012946924	264.3411529417425	[]
491.33495363929137	265.8164351207729	[]
494.7717606557285	271.502019040683	[]
488.39735636871507	264.5196628332003	[]
485.70815311498035	261.44007794776513	[]
491.74604174603166	271.2187189273076	[]
481.1985864637443	259.41865284981003	[]
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
476.51378910040603	257.7733445732973	[]
481.99156623886563	264.9140593447543	[]
463.22279836861986	250.9622343696741	[]
460.680152407391	248.71775502015475	[]
459.3820268017335	247.92054314334905	[]
457.6374637118674	246.944052790807	[]
455.86757463303684	245.93189954426737	[]
453.6767246017699	243.1497457423795	[]
0.0	0.0	0
0.0	0.0	0
448.58761738647706	242.92103634357963	[]
446.5550806033376	242.0002667394095	[]
444.8001583764195	241.3547437784626	[]
442.669289041372	240.587851099469	[]
440.47505973242545	240.1315837861085	[]
438.39642389404935	239.09292786297357	[]
437.71958870979876	234.23397652247507	[]
433.7094124237359	237.23937481404096	[]
431.13640479095267	235.19660584190083	[]
428.68219272013226	235.82553018740526	[]
426.3843918984547	235.24934774834438	[]
420.8158904605994	232.82815707916177	[]
421.47361273749385	234.0360210803324	[]
419.2145962171918	233.49084950818337	[]
416.842536497945	232.4706189119619	[]
414.5490090876401	231.93016080770673	[]
412.57560624640365	231.5668406848431	[]
410.29391018484284	230.8566362155429	[]
408.3915401638034	230.52213012251963	[]
403.79977851851845	230.1468955218855	[]
0.0	0.0	0
388.76183331752566	229.0752905203555	[]
381.9055564030752	220.04596689181764	[]
385.3558773799002	228.67458425640228	[]
383.540396628872	228.62732428279577	[]
382.490103739451	228.48213199111942	[]
381.1449861014131	227.63953098919367	[]
379.7486923999792	227.2771343866345	[]
379.1206774549993	226.72054606621995	[]
377.56589839474793	225.75580733163915	[]
376.7688995971104	225.6026977008472	[]
375.1282131351211	226.0722991566265	[]
375.0307989840945	225.55706788329007	[]
373.89160507107005	225.21739787735478	[]
372.59949461658596	224.88105534332863	[]
371.11712340206185	222.5768072508591	[]
371.62222494102224	223.0555200480559	[]
369.479631712657	224.55010716284494	[]
367.23499077122955	224.2637040027024	[]
365.0740408137271	221.80244617553814	[]
364.0770575966684	223.93042957129055	[]
0.0	0.0	0
350.2890382131661	225.34528168234064	[]
0.0	0.0	0
0.0	0.0	0
341.8700642751514	225.5343711526259	[]
339.9092117062766	224.3294220764115	[]
344.55279754394775	219.43218813494053	[]
337.05579155326893	224.4584928906437	[]
341.91517508873727	218.79182512776137	[]
333.00117117045977	224.15137502038496	[]
0.0	0.0	0
333.23342165032807	223.095934815685	[]
332.45674377346694	221.8407739851115	[]
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
326.36752440552686	216.34426438199534	[]
326.86212011211006	219.82884782883784	[]
328.4669193624568	215.7801525059896	[]
0.0	0.0	0
324.02367899183207	215.67830249388896	[]
0.0	0.0	0
323.39861909725573	219.6087581875302	[]
0.0	0.0	0
322.44389548431354	215.10635470563125	[]
0.0	0.0	0
322.76008162041177	219.3941935544342	[]
322.9009205077516	219.42431208076997	[]
323.32579492506284	219.23901557925828	[]
323.1183844126617	219.35469359299864	[]
0.0	0.0	0
0.0	0.0	0
323.16804556183575	217.41059023492008	[]
327.4420955864877	215.52895051672343	[]
322.16147236559135	218.26088455197132	[]
0.0	0.0	0
322.0947622671975	219.40688900906878	[]
0.0	0.0	0
321.9955758720947	217.3349503327084	[]
320.67238141556663	216.5905728887877	[]
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
319.7404432634521	220.8154956743536	[]
0.0	0.0	0
0.0	0.0	0
318.7305399076676	215.56842295329852	[]
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
320.013490913864	227.71563366964665	[]
316.2166241732283	231.94134858267716	[]
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
316.3376004640272	268.2523159457925	[]
0.0	0.0	0
323.27623271008656	257.992661542871	[]
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
320.3116918903375	256.08508039321305	[]
0.0	0.0	0
318.4747948370563	256.0261196605744	[]
0.0	0.0	0
328.00346978384	253.10576303879242	[]
0.0	0.0	0
0.0	0.0	0
318.1845771841447	270.93400514204245	[]
0.0	0.0	0
320.30650490069775	257.70927657883175	[]
0.0	0.0	0
0.0	0.0	0
318.47158865442145	258.82672212226623	[]
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
328.51291836413907	256.2534286878249	[]
0.0	0.0	0
0.0	0.0	0
323.3739160618225	254.48313591997857	[]
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
342.0689817760232	250.6203929748616	[]
332.27810927983535	257.150601563786	[]
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
355.601535439494	251.53385181316463	[]
0.0	0.0	0
349.3171356155927	253.97048467110585	[]
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
370.3079321513365	254.73787642978277	[]
0.0	0.0	0
357.96852591760296	253.1395816292135	[]
370.13416194996313	258.44548921265635	[]
0.0	0.0	0
0.0	0.0	0
381.810583177518	256.8040166777963	[]
0.0	0.0	0
0.0	0.0	0
377.0582644116645	259.4353396541073	[]
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
389.85303631578944	262.9614792982456	[]
0.0	0.0	0
394.88674289183217	264.362372030905	[]
388.7471745437096	256.5773670639213	[]
398.45331655263266	266.22434156235147	[]
400.2692580864475	266.5251702667181	[]
402.684597112068	266.4702042106522	[]
404.9859647479535	266.516611926833	[]
406.1542864227642	267.2811807317073	[]
415.63340806918285	261.8223523119142	[]
411.44209103772926	265.5569990973336	[]
416.86650725888796	268.1394655422225	[]
417.4234098196979	260.16560612350685	[]
0.0	0.0	0
421.0350145619422	270.6414858439593	[]
424.1868724377904	262.9668223951717	[]
426.12207415620634	263.1351843375174	[]
426.8064587136276	272.26283440175257	[]
429.339039959178	272.55754130837886	[]
431.04535864945905	273.0522555193412	[]
432.48869903493596	273.55395903724195	[]
434.3818507104013	274.04668171473804	[]
436.4610730692954	274.3050716856912	[]
438.77046465057117	275.11829777577356	[]
442.9165328758169	270.59342176470585	[]
443.16149869533405	276.63709479070934	[]
444.75199658766246	277.18277606494877	[]
446.36511799685485	277.8035112256602	[]
447.7923775042107	278.4736031335225	[]
449.4202998550724	278.964346231884	[]
451.2815229957688	279.4292888394476	[]
453.03821493012146	280.1737113367043	[]
457.4120606813773	279.849653567848	[]
458.32336997449727	282.49016187740506	[]
460.297026490325	284.16367409303206	[]
462.0398598756932	285.1633060413081	[]
463.5485653004209	286.13089404133177	[]
464.69141088233164	286.83660988910583	[]
466.1799460743861	287.7572621671751	[]
467.18421924574204	288.0176255717761	[]
470.16516119475574	289.2781754566387	[]
472.43925039076044	290.6462712982744	[]
469.99914682549075	290.763154914669	[]
471.2008197565792	292.0166248224954	[]
471.6851499679368	292.53955864964854	[]
472.4206998280443	293.1546949150248	[]
473.3321326496676	293.6180269495713	[]
473.09812131957466	293.91683301438394	[]
474.00063022427304	294.75137449340076	[]
473.77560953725407	286.74346746177656	[]
475.9468925948775	300.7187424733595	[]
471.4678990366711	294.33283665146615	[]
474.3382933724731	305.5310916411106	[]
474.3169035815504	306.3681215124571	[]
0.0	0.0	0
475.3136204319478	307.5322721958318	[]
0.0	0.0	0
477.24733990506326	296.5697950738396	[]
474.36725514184764	296.4136717132564	[]
475.91274095776765	310.91047851432876	[]
474.6069929015415	310.2358252079776	[]
0.0	0.0	0
476.56057707171783	312.1606008982606	[]
476.7770402509781	312.5769734507109	[]
0.0	0.0	0
0.0	0.0	0
480.3658108658008	299.11107135244066	[]
480.1696425490664	297.66273542696763	[]
479.5423413523094	314.63896839849855	[]
0.0	0.0	0
485.31872255185124	317.0303526025503	[]
0.0	0.0	0
486.05598416576964	317.6771333789533	[]
486.1164740090298	317.794402283618	[]
486.28529551838335	318.193158593754	[]
488.0680794922869	318.4044081828166	[]
486.8325239810118	318.5517072298088	[]
0.0	0.0	0
488.8336021057171	307.0392053904012	[]
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
487.60500288987197	318.7556059340601	[]
0.0	0.0	0
0.0	0.0	0
486.47651507886695	317.8761902516035	[]
487.7875066746475	318.04715019686085	[]
0.0	0.0	0
490.6728853426866	333.01150008224477	[]
488.3290451088615	303.5985879705953	[]
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
488.11805609673365	317.4146402379617	[]
0.0	0.0	0
0.0	0.0	0
490.4067000698059	333.65275583383766	[]
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
487.4273633168056	310.96349884381334	[]
0.0	0.0	0
474.9755519535832	334.827502986483	[]
473.6858062697274	337.3951118147952	[]
0.0	0.0	0
472.7055076807847	339.01917204090944	[]
474.85415882481675	339.2311452174326	[]
0.0	0.0	0
474.0231581481481	340.349084074074	[]
470.5649180004066	341.5094641018603	[]
466.83426393172226	328.1303897468354	[]
465.9019031269234	349.00902489011156	[]
469.3427449786212	341.8215037614082	[]
0.0	0.0	0
467.969859758085	342.45366418894827	[]
0.0	0.0	0
0.0	0.0	0
467.66999958488316	343.0839756797103	[]
465.41815769842145	329.2076488122309	[]
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
465.0130920018162	345.82933037405195	[]
462.9797089051095	346.75310205190584	[]
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
466.0248392486942	360.32678112628895	[]
467.06785375077595	360.9146093195758	[]
0.0	0.0	0
